,pdbchain,all_len,Recovery rate,Aligned len,Protein length,recTM-score,recRMSD
3862,2ixt_B,310,0.36774193548387096,1.0,300,0.99075,0.63
1735,3glc_G,276,0.36231884057971014,1.0,300,0.99008,0.63
3816,3mal_A,181,0.2541436464088398,1.0,200,0.98489,0.63
3579,3gkj_A,225,0.28888888888888886,1.0,200,0.98773,0.63
906,5efq_B,242,0.25206611570247933,1.0,200,0.98853,0.63
66,1xx6_B,166,0.3373493975903614,1.0,200,0.9834,0.63
867,4yhs_A,333,0.3303303303303303,1.0,300,0.99116,0.63
371,3kew_A,230,0.33043478260869563,1.0,200,0.98775,0.63
358,4mzd_A,356,0.34269662921348315,1.0,400,0.99163,0.63
668,2j7q_C,232,0.31896551724137934,1.0,200,0.98779,0.63
370,1of5_A,154,0.2662337662337662,1.0,200,0.98234,0.63
827,4h0f_A,264,0.2878787878787879,1.0,300,0.98929,0.63
3430,3hhp_C,312,0.4166666666666667,1.0,300,0.99079,0.63
1445,6gup_B,321,0.32087227414330216,1.0,300,0.99082,0.63
3390,1rpn_A,321,0.3302180685358255,1.0,300,0.99086,0.63
3424,4qhq_A,242,0.3884297520661157,1.0,200,0.98844,0.63
1273,3r4d_B,228,0.2631578947368421,1.0,200,0.98756,0.63
1677,5uw8_G,106,0.39622641509433965,1.0,100,0.97443,0.63
1278,1hwm_A,251,0.3187250996015936,1.0,300,0.98863,0.63
70,5xtc_V,140,0.24285714285714285,1.0,100,0.98027,0.63
147,2dcn_K,308,0.34415584415584416,1.0,300,0.99048,0.63
228,5lq5_A,274,0.28832116788321166,1.0,300,0.98969,0.63
183,5bpx_A,153,0.35294117647058826,1.0,200,0.98182,0.63
1298,4yra_D,292,0.3047945205479452,1.0,300,0.99015,0.63
2975,1m32_A,361,0.3047091412742382,1.0,400,0.9919,0.63
701,3ijp_A,266,0.30451127819548873,1.0,300,0.98946,0.63
2540,2zgy_A,320,0.30625,1.0,300,0.99079,0.63
2487,5oi0_B,446,0.336322869955157,1.0,400,0.99313,0.63
367,5mzw_B,241,0.35269709543568467,1.0,200,0.98842,0.63
440,1dxe_B,253,0.3438735177865613,1.0,300,0.98894,0.63
1851,3liy_D,116,0.3879310344827586,1.0,100,0.97681,0.63
2450,4had_A,317,0.31545741324921134,1.0,300,0.99091,0.63
3961,3mop_F,105,0.2761904761904762,1.0,100,0.97386,0.63
3685,2r6a_C,141,0.2765957446808511,1.0,100,0.98027,0.63
3145,4k0n_A,234,0.32051282051282054,1.0,200,0.98803,0.63
2685,2dcn_I,308,0.3961038961038961,1.0,300,0.9905,0.63
2229,2dcn_D,308,0.35064935064935066,1.0,300,0.99052,0.63
2586,2z1m_C,336,0.34523809523809523,1.0,300,0.99118,0.63
1561,1qwg_A,251,0.3545816733067729,1.0,300,0.98873,0.63
3135,3mvg_A,250,0.3,1.0,200,0.98883,0.63
3131,3nx4_A,324,0.37962962962962965,1.0,300,0.99092,0.63
3120,3r4q_B,134,0.3208955223880597,1.0,100,0.97995,0.63
4105,2iyk_B,155,0.32903225806451614,1.0,200,0.9824,0.63
3626,3in6_B,147,0.29931972789115646,1.0,100,0.98119,0.63
1546,3fok_C,295,0.3694915254237288,1.0,300,0.99035,0.63
3709,4c81_A,156,0.32051282051282054,1.0,200,0.98284,0.63
977,3hrd_G,292,0.2876712328767123,1.0,300,0.99013,0.63
737,6ll9_A,297,0.25925925925925924,1.0,300,0.99033,0.63
2667,3moz_B,313,0.33226837060702874,1.0,300,0.99073,0.63
630,4fbo_A,132,0.3181818181818182,1.0,100,0.97889,0.63
3250,3i10_A,278,0.3669064748201439,1.0,300,0.98996,0.63
3248,6s9j_G,149,0.26174496644295303,1.0,100,0.9816,0.63
3244,4ybm_A,177,0.288135593220339,1.0,200,0.98452,0.63
3242,3wvj_A,219,0.3013698630136986,1.0,200,0.9874,0.63
604,5mgr_A,125,0.296,1.0,100,0.97836,0.63
1618,3mop_D,105,0.29523809523809524,1.0,100,0.97401,0.63
277,1ydm_B,182,0.29120879120879123,1.0,200,0.98473,0.63
1903,6swk_A,203,0.2512315270935961,1.0,200,0.98639,0.63
3502,4jti_A,253,0.2964426877470356,1.0,300,0.98872,0.63
4296,3ajr_A,314,0.3535031847133758,1.0,300,0.99084,0.63
281,6zgx_A,391,0.3273657289002558,1.0,400,0.99227,0.63
1600,5elh_B,140,0.2714285714285714,1.0,100,0.97983,0.63
1596,4omb_C,298,0.37583892617449666,1.0,300,0.9903,0.63
2444,4glt_D,207,0.3188405797101449,1.0,200,0.98733,0.63
190,2wj9_B,145,0.25517241379310346,1.0,100,0.98119,0.63
3636,6znl_A,370,0.32972972972972975,1.0,400,0.99203,0.63
1812,3dr4_D,367,0.3569482288828338,1.0,400,0.99197,0.63
2379,1rtr_A,277,0.30685920577617326,1.0,300,0.98978,0.63
1394,4ote_A,239,0.40585774058577406,1.0,200,0.98822,0.63
4065,2hfk_A,280,0.3892857142857143,1.0,300,0.98978,0.63
1519,3hx3_A,250,0.288,1.0,200,0.98868,0.63
814,4onx_B,125,0.28,1.0,100,0.97804,0.63
2084,3nrd_D,135,0.34814814814814815,1.0,100,0.98095,0.63
1205,4eyg_A,363,0.36639118457300274,1.0,400,0.99186,0.63
216,3d9w_D,281,0.3807829181494662,1.0,300,0.98977,0.63
1672,1bxt_A,222,0.28378378378378377,1.0,200,0.98737,0.63
931,3otd_A,240,0.25416666666666665,1.0,200,0.98826,0.63
2754,5cfl_A,187,0.29411764705882354,1.0,200,0.98538,0.63
2756,1jdl_A,118,0.3983050847457627,1.0,100,0.97645,0.63
3534,5ezq_A,320,0.29375,1.0,300,0.99098,0.63
2478,6r9n_A,232,0.33620689655172414,1.0,200,0.98784,0.63
17,1qam_A,235,0.30638297872340425,1.0,200,0.98802,0.63
4131,5zfk_B,353,0.37960339943342775,1.0,400,0.99149,0.64
1998,1uf9_C,191,0.36649214659685864,1.0,200,0.98538,0.64
1388,5dkv_A,303,0.3564356435643564,1.0,300,0.99015,0.64
110,2yv9_B,266,0.31203007518796994,1.0,300,0.98912,0.64
577,1ukw_A,379,0.36147757255936674,1.0,400,0.99186,0.64
2747,4wzs_D,178,0.29213483146067415,1.0,200,0.98423,0.64
1922,5lmn_B,234,0.2948717948717949,1.0,200,0.98772,0.64
2774,6myw_B,356,0.3707865168539326,1.0,400,0.99137,0.64
574,3tqk_A,341,0.2697947214076246,1.0,300,0.99129,0.64
2264,1q23_A,214,0.2850467289719626,1.0,200,0.98665,0.64
3890,5lom_B,250,0.336,1.0,200,0.98853,0.64
3431,3vtt_B,104,0.28846153846153844,1.0,100,0.97367,0.64
304,2w01_F,197,0.3147208121827411,1.0,200,0.98542,0.64
2935,2inf_D,338,0.34023668639053256,1.0,300,0.99099,0.64
1326,2ph7_A,220,0.2818181818181818,1.0,200,0.98687,0.64
3142,3fv6_A,145,0.3103448275862069,1.0,100,0.98098,0.64
477,3rmu_D,134,0.3805970149253731,1.0,100,0.98034,0.64
3765,2rd5_A,282,0.37943262411347517,1.0,300,0.98969,0.64
1803,3mwc_A,388,0.33762886597938147,1.0,400,0.99201,0.64
2345,6r4m_A,142,0.31690140845070425,1.0,100,0.98004,0.64
600,2ory_B,344,0.29069767441860467,1.0,300,0.99114,0.64
2766,5m45_F,165,0.3151515151515151,1.0,200,0.98274,0.64
226,6jqw_B,352,0.3125,1.0,400,0.99141,0.64
1610,5vyr_B,245,0.3510204081632653,1.0,200,0.98854,0.64
2895,5v8d_D,300,0.26,1.0,300,0.98994,0.64
420,6a80_A,236,0.3474576271186441,1.0,200,0.98769,0.64
3257,6vci_A,215,0.32558139534883723,1.0,200,0.98684,0.64
2240,1zu4_A,305,0.33114754098360655,1.0,300,0.99018,0.64
1410,1t70_A,255,0.40784313725490196,1.0,300,0.98859,0.64
2483,2hq4_B,159,0.3333333333333333,1.0,200,0.9821,0.64
3048,2w01_A,201,0.29850746268656714,1.0,200,0.98577,0.64
2205,2v5h_E,286,0.34965034965034963,1.0,300,0.98997,0.64
4037,3hk4_B,118,0.2966101694915254,1.0,100,0.9757,0.64
4055,1vdm_B,149,0.4161073825503356,1.0,100,0.98101,0.64
2600,4cij_C,265,0.3018867924528302,1.0,300,0.98901,0.64
189,1fnu_C,221,0.3212669683257919,1.0,200,0.98705,0.64
628,4o1m_E,298,0.3859060402684564,1.0,300,0.99023,0.64
2914,3vx7_A,268,0.22761194029850745,1.0,300,0.98915,0.64
3823,3glc_R,276,0.38405797101449274,1.0,300,0.98998,0.64
1775,3llk_C,241,0.2946058091286307,1.0,200,0.98786,0.64
2276,4wbq_B,173,0.2832369942196532,1.0,200,0.98388,0.64
3001,3pvj_B,276,0.35144927536231885,1.0,300,0.98942,0.64
2573,5cfl_B,187,0.27807486631016043,1.0,200,0.98485,0.64
552,4tv4_A,145,0.296551724137931,1.0,100,0.98152,0.64
3901,3v4h_B,129,0.29457364341085274,1.0,100,0.97848,0.64
3528,5lom_A,241,0.3817427385892116,1.0,200,0.98799,0.64
2810,5jfq_B,306,0.3006535947712418,1.0,300,0.99032,0.64
2995,6gqf_B,163,0.25766871165644173,1.0,200,0.98262,0.64
3794,4a3u_A,355,0.36338028169014086,1.0,400,0.99152,0.64
4049,3rmu_B,134,0.41044776119402987,1.0,100,0.98125,0.64
2352,4ivf_A,221,0.3936651583710407,1.0,200,0.98726,0.64
643,1vbf_D,224,0.34375,1.0,200,0.98744,0.64
3439,3n1f_B,150,0.32,1.0,200,0.98092,0.64
2794,5m43_A,168,0.34523809523809523,1.0,200,0.98332,0.64
2718,4onx_D,126,0.30158730158730157,1.0,100,0.97756,0.64
541,3fok_H,295,0.3525423728813559,1.0,300,0.9899,0.64
2980,3in6_A,145,0.2827586206896552,1.0,100,0.98056,0.64
736,6cd7_A,299,0.3511705685618729,1.0,300,0.99021,0.64
647,4jti_D,258,0.3449612403100775,1.0,300,0.98854,0.64
2058,2jbw_C,351,0.3789173789173789,1.0,400,0.99148,0.64
734,1m32_F,362,0.3287292817679558,1.0,400,0.99162,0.64
330,4q9n_A,295,0.4101694915254237,1.0,300,0.99012,0.64
3280,4zav_A,208,0.5625,1.0,200,0.98602,0.64
1454,4ovm_F,129,0.2868217054263566,1.0,100,0.97858,0.64
1174,5fb3_A,336,0.3898809523809524,1.0,300,0.99095,0.64
3812,4iqh_A,128,0.3046875,1.0,100,0.9784,0.64
102,3wyr_B,188,0.39893617021276595,1.0,200,0.98492,0.64
740,4tpv_B,177,0.23728813559322035,1.0,200,0.98399,0.64
379,3hhp_D,306,0.4150326797385621,1.0,300,0.99039,0.64
4091,3fbg_B,332,0.3373493975903614,1.0,300,0.99094,0.64
1116,4zky_A,139,0.2517985611510791,1.0,100,0.97979,0.64
1177,3mil_A,240,0.3,1.0,200,0.9882,0.64
2809,3d3k_B,233,0.38197424892703863,1.0,200,0.98769,0.64
1303,3ez0_C,208,0.2692307692307692,1.0,200,0.9867,0.64
13,5n9m_A,244,0.3319672131147541,1.0,200,0.98886,0.64
291,2xio_A,293,0.3412969283276451,1.0,300,0.98956,0.65
1682,3rst_G,226,0.336283185840708,1.0,200,0.98686,0.65
1681,5w1a_B,154,0.37012987012987014,1.0,200,0.98115,0.65
2703,1rpn_D,322,0.30434782608695654,1.0,300,0.99045,0.65
3899,2qrw_B,127,0.3779527559055118,1.0,100,0.97873,0.65
301,6myw_C,356,0.37640449438202245,1.0,400,0.99138,0.65
247,3i4i_B,214,0.2570093457943925,1.0,200,0.98631,0.65
2223,3i4u_A,241,0.26556016597510373,1.0,200,0.98755,0.65
1535,5ubu_D,329,0.3343465045592705,1.0,300,0.99053,0.65
866,3imh_B,332,0.3102409638554217,1.0,300,0.99079,0.65
1882,1vyr_A,363,0.36639118457300274,1.0,400,0.99123,0.65
3464,1x1o_A,277,0.5018050541516246,1.0,300,0.98917,0.65
2768,6jif_B,334,0.3383233532934132,1.0,300,0.99064,0.65
41,4x9k_A,358,0.3687150837988827,1.0,400,0.99112,0.65
1,5dzo_A,107,0.3925233644859813,1.0,100,0.97277,0.65
2594,2nrh_B,199,0.3165829145728643,1.0,200,0.98521,0.65
2145,3vnx_A,195,0.717948717948718,1.0,200,0.98457,0.65
2842,4omb_B,298,0.3422818791946309,1.0,300,0.98982,0.65
2647,5ohq_A,110,0.21818181818181817,1.0,100,0.97339,0.65
2251,3x44_A,321,0.3894080996884735,1.0,300,0.99054,0.65
1451,3fut_B,260,0.4423076923076923,1.0,300,0.9885,0.65
2715,5zai_B,257,0.48249027237354086,1.0,300,0.98839,0.65
2367,6lb7_D,313,0.28115015974440893,1.0,300,0.99019,0.65
2368,6jv4_D,221,0.3212669683257919,1.0,200,0.98674,0.65
1438,3nyt_A,359,0.36768802228412256,1.0,400,0.99145,0.65
1688,5fa8_A,156,0.3525641025641026,1.0,200,0.98251,0.65
2717,5vdk_A,260,0.2846153846153846,1.0,300,0.98859,0.65
4109,6ggr_A,168,0.3333333333333333,1.0,200,0.98275,0.65
5,6qu0_B,211,0.35071090047393366,1.0,200,0.98593,0.65
786,5v8d_A,289,0.2975778546712803,1.0,300,0.98946,0.65
1662,5zai_C,259,0.47876447876447875,1.0,300,0.98841,0.65
1453,1x8b_A,259,0.3474903474903475,1.0,300,0.98837,0.65
1414,1xwy_A,260,0.36538461538461536,1.0,300,0.98858,0.65
804,3ix1_A,301,0.3554817275747508,1.0,300,0.98992,0.65
1517,6w17_J,369,0.3116531165311653,1.0,400,0.99155,0.65
2241,3zc0_C,189,0.3386243386243386,1.0,200,0.98429,0.65
511,3euh_C,206,0.3300970873786408,1.0,200,0.98575,0.65
2858,2wfc_A,159,0.3710691823899371,1.0,200,0.98157,0.65
3085,6qwo_A,252,0.3055555555555556,1.0,300,0.9879,0.65
3604,4xt6_A,237,0.28270042194092826,1.0,200,0.98777,0.65
943,3hkl_B,153,0.2875816993464052,1.0,200,0.98127,0.65
3760,3b59_E,301,0.33222591362126247,1.0,300,0.99001,0.65
224,3rf2_A,165,0.36363636363636365,1.0,200,0.98267,0.65
490,7kpo_A,107,0.3177570093457944,1.0,100,0.9729,0.65
2347,3zc0_K,189,0.3386243386243386,1.0,200,0.98452,0.65
78,1enf_A,212,0.27358490566037735,1.0,200,0.98613,0.65
523,6fu4_A,297,0.3367003367003367,1.0,300,0.98984,0.65
3017,6e2t_A,320,0.315625,1.0,300,0.99032,0.65
677,2i2x_A,459,0.2788671023965142,1.0,500,0.99288,0.65
2981,3tbf_B,354,0.3248587570621469,1.0,400,0.99114,0.65
2979,5f8v_D,366,0.31420765027322406,1.0,400,0.99137,0.65
4208,4lrt_C,335,0.382089552238806,1.0,300,0.99081,0.65
4210,4f06_A,368,0.3342391304347826,1.0,400,0.99151,0.65
2956,2ab5_B,257,0.26459143968871596,1.0,300,0.98843,0.65
4120,1ypz_D,102,0.4019607843137255,1.0,100,0.97074,0.65
1750,3tbf_D,357,0.32212885154061627,1.0,400,0.99141,0.65
1170,6ru1_A,386,0.31088082901554404,1.0,400,0.99189,0.65
961,5zik_A,303,0.3333333333333333,1.0,300,0.99,0.65
3710,6scg_A,406,0.37438423645320196,1.0,400,0.99228,0.65
1017,6pe4_H,158,0.3670886075949367,1.0,200,0.98244,0.65
1023,4hce_A,129,0.26356589147286824,1.0,100,0.97738,0.65
617,3euh_E,201,0.3383084577114428,1.0,200,0.98549,0.65
619,5n5p_C,137,0.35036496350364965,1.0,100,0.9787,0.65
3659,6s9j_E,149,0.26174496644295303,1.0,100,0.98047,0.65
1940,3ctl_E,219,0.3242009132420091,1.0,200,0.98629,0.65
1049,1q23_D,213,0.2863849765258216,1.0,200,0.98603,0.65
4164,3fk8_A,131,0.2900763358778626,1.0,100,0.97724,0.65
3210,1h72_C,296,0.3277027027027027,1.0,300,0.98962,0.65
3202,6zvi_p,185,0.22702702702702704,1.0,200,0.98439,0.65
3141,1v7p_A,134,0.3805970149253731,1.0,100,0.97803,0.65
1106,4rwt_B,368,0.33152173913043476,1.0,400,0.99156,0.65
3140,1yud_I,158,0.2721518987341772,1.0,200,0.98168,0.65
1109,4me2_A,194,0.30927835051546393,1.0,200,0.98476,0.65
208,6znl_F,370,0.34054054054054056,1.0,400,0.9914,0.65
1119,3mgx_A,387,0.36175710594315247,1.0,400,0.9918,0.65
1136,6su9_A,295,0.27796610169491526,1.0,300,0.98958,0.65
3114,3euk_L,173,0.18497109826589594,1.0,200,0.98285,0.65
2331,1mnn_A,290,0.27586206896551724,1.0,300,0.98947,0.65
894,3glc_P,276,0.35507246376811596,1.0,300,0.98979,0.65
4192,4xeq_A,303,0.33003300330033003,1.0,300,0.98975,0.65
2880,6ih0_A,267,0.3146067415730337,1.0,300,0.9888,0.65
424,3glc_E,276,0.358695652173913,1.0,300,0.98917,0.65
2002,6lm0_C,242,0.23553719008264462,1.0,200,0.98789,0.65
58,6dhs_D,174,0.3160919540229885,1.0,200,0.98326,0.65
886,3lvu_D,258,0.40310077519379844,1.0,300,0.9883,0.65
2861,2i53_A,254,0.2559055118110236,1.0,300,0.98798,0.65
1371,4f8k_A,109,0.3761467889908257,1.0,100,0.97382,0.65
3274,3nku_A,176,0.3465909090909091,1.0,200,0.98313,0.66
527,5n5p_A,138,0.34782608695652173,1.0,100,0.97834,0.66
1935,1uf9_A,191,0.38219895287958117,1.0,200,0.98405,0.66
2080,3glc_S,276,0.37318840579710144,1.0,300,0.989,0.66
1393,1zbx_A,197,0.27411167512690354,1.0,200,0.98459,0.66
1082,1fnu_A,221,0.3212669683257919,1.0,200,0.98592,0.66
3067,3cuc_A,262,0.3320610687022901,1.0,300,0.98805,0.66
1178,6znl_H,370,0.3081081081081081,1.0,400,0.99117,0.66
3056,6o1j_B,324,0.25308641975308643,1.0,300,0.9902,0.66
2239,2x06_F,344,0.3953488372093023,1.0,300,0.99063,0.66
1712,3wvj_B,220,0.3,1.0,200,0.98616,0.66
350,5f8v_G,366,0.3224043715846995,1.0,400,0.99113,0.66
2875,1vdm_H,149,0.4563758389261745,1.0,100,0.98053,0.66
2164,6ozf_B,225,0.4,1.0,200,0.98638,0.66
1363,1j2q_J,197,0.3756345177664975,1.0,200,0.98473,0.66
3320,6myw_D,356,0.35674157303370785,1.0,400,0.99116,0.66
4002,5m45_C,165,0.3151515151515151,1.0,200,0.98175,0.66
2423,1y7l_A,309,0.37540453074433655,1.0,300,0.98984,0.66
1837,3w7a_A,210,0.32857142857142857,1.0,200,0.98555,0.66
3286,4iwk_E,157,0.6050955414012739,1.0,200,0.98146,0.66
2881,4qnn_D,296,0.34797297297297297,1.0,300,0.98945,0.66
2311,4ivf_C,226,0.3672566371681416,1.0,200,0.98637,0.66
1139,3flo_H,180,0.34444444444444444,1.0,200,0.98312,0.66
3622,1vdm_L,149,0.4228187919463087,1.0,100,0.98021,0.66
1790,5yxm_A,194,0.35051546391752575,1.0,200,0.98427,0.66
547,6fu4_B,291,0.3436426116838488,1.0,300,0.98933,0.66
1147,3vx6_A,265,0.2528301886792453,1.0,300,0.98804,0.66
1175,4qqr_B,268,0.3246268656716418,1.0,300,0.98846,0.66
4070,4eyg_B,364,0.3791208791208791,1.0,400,0.99101,0.66
1566,5iy2_B,239,0.32217573221757323,1.0,200,0.98696,0.66
2924,3sz8_C,264,0.3371212121212121,1.0,300,0.98829,0.66
966,6tby_AAA,320,0.296875,1.0,300,0.99016,0.66
2846,3uqc_D,249,0.3373493975903614,1.0,200,0.98752,0.66
2269,3kcu_C,239,0.3054393305439331,1.0,200,0.98718,0.66
3296,4ovm_C,129,0.35658914728682173,1.0,100,0.97681,0.66
1774,3oec_D,275,0.4727272727272727,1.0,300,0.98846,0.66
1705,3tqv_A,276,0.27898550724637683,1.0,300,0.98878,0.66
3104,3fok_E,295,0.34915254237288135,1.0,300,0.98953,0.66
1868,2qpq_A,296,0.36486486486486486,1.0,300,0.98926,0.66
2184,3frk_B,364,0.32142857142857145,1.0,400,0.99107,0.66
674,3qsj_A,222,0.3963963963963964,1.0,200,0.98659,0.66
3354,3b59_D,301,0.3222591362126246,1.0,300,0.98954,0.66
2012,7c2f_C,360,0.3472222222222222,1.0,400,0.99112,0.66
2409,3tzt_B,231,0.3116883116883117,1.0,200,0.98661,0.66
2792,4jf5_A,242,0.2809917355371901,1.0,200,0.98719,0.66
2498,2pjp_A,121,0.32231404958677684,1.0,100,0.97513,0.66
1284,3ed1_B,316,0.3037974683544304,1.0,300,0.98997,0.66
598,3sz8_A,264,0.375,1.0,300,0.98823,0.66
2552,2guj_A,133,0.2781954887218045,1.0,100,0.97813,0.66
2862,1vbf_A,224,0.36607142857142855,1.0,200,0.98647,0.66
2616,2p3p_A,197,0.3096446700507614,1.0,200,0.98446,0.66
1990,5kp7_A,410,0.28536585365853656,1.0,400,0.99186,0.66
1301,5y7i_B,236,0.2966101694915254,1.0,200,0.98686,0.66
3813,4xeq_D,302,0.3576158940397351,1.0,300,0.98938,0.66
2096,4yk8_A,162,0.24691358024691357,1.0,200,0.98119,0.66
2802,4ovm_B,126,0.3412698412698413,1.0,100,0.97628,0.66
413,1f2d_A,341,0.3343108504398827,1.0,300,0.99057,0.66
2278,1x9f_I,147,0.3945578231292517,1.0,100,0.9795,0.66
410,4o1m_D,296,0.3952702702702703,1.0,300,0.98965,0.66
4156,1oe8_B,205,0.36097560975609755,1.0,200,0.98518,0.66
2550,6wj8_B,420,0.35714285714285715,1.0,400,0.99209,0.66
278,3alu_B,157,0.39490445859872614,1.0,200,0.98072,0.66
116,4axn_A,316,0.3069620253164557,1.0,300,0.98991,0.66
1004,4bjh_B,291,0.36082474226804123,1.0,300,0.98925,0.66
998,5eqn_A,270,0.34814814814814815,1.0,300,0.98834,0.66
3214,1f07_D,321,0.3894080996884735,1.0,300,0.99,0.66
3396,6jh7_B,254,0.4409448818897638,1.0,300,0.98814,0.66
1986,4c97_A,233,0.3948497854077253,1.0,200,0.98696,0.66
1257,2f4w_B,152,0.3223684210526316,1.0,200,0.97987,0.66
3219,1js1_Y,318,0.31446540880503143,1.0,300,0.99012,0.66
1979,1m32_B,362,0.30662983425414364,1.0,400,0.99103,0.66
30,5mmh_C,203,0.2413793103448276,1.0,200,0.9852,0.66
3221,4eah_F,356,0.32303370786516855,1.0,400,0.99084,0.66
3643,1j1b_B,364,0.38461538461538464,1.0,400,0.99092,0.67
1642,5d1v_B,121,0.39669421487603307,1.0,100,0.9742,0.67
4102,2iml_C,190,0.3684210526315789,1.0,200,0.98368,0.67
272,3rst_E,223,0.3273542600896861,1.0,200,0.98567,0.67
2190,3fs7_H,108,0.4166666666666667,1.0,100,0.97114,0.67
194,6j07_A,107,0.14018691588785046,1.0,100,0.97062,0.67
3505,6b4e_B,296,0.28716216216216217,1.0,300,0.98911,0.67
307,1tzj_C,338,0.363905325443787,1.0,300,0.99017,0.67
2219,5i9e_D,338,0.31952662721893493,1.0,300,0.99014,0.67
3137,3nqn_B,150,0.30666666666666664,1.0,200,0.98012,0.67
2032,1j2q_L,197,0.3604060913705584,1.0,200,0.98478,0.67
2220,3d4i_A,273,0.27106227106227104,1.0,300,0.98828,0.67
1559,3eur_A,140,0.2785714285714286,1.0,100,0.97802,0.67
3206,6g7n_A,318,0.33647798742138363,1.0,300,0.98953,0.67
3526,6gvc_D,356,0.3455056179775281,1.0,400,0.99076,0.67
306,4ri1_A,178,0.2696629213483146,1.0,200,0.98268,0.67
3633,6dhs_C,173,0.3063583815028902,1.0,200,0.98202,0.67
4237,1m32_C,361,0.32409972299168976,1.0,400,0.99087,0.67
4133,6gib_A,231,0.42424242424242425,1.0,200,0.98628,0.67
2321,6onp_A,211,0.2843601895734597,1.0,200,0.9851,0.67
2662,3glc_T,276,0.37681159420289856,1.0,300,0.98882,0.67
3556,6e7r_A,358,0.29608938547486036,1.0,400,0.99081,0.67
2619,2dc3_A,172,0.3023255813953488,1.0,200,0.98227,0.67
405,3ian_A,319,0.3103448275862069,1.0,300,0.98971,0.67
4085,3wa8_B,175,0.24,1.0,200,0.98266,0.67
2148,4tv4_B,143,0.2937062937062937,1.0,100,0.97848,0.67
4087,1oe8_A,204,0.36764705882352944,1.0,200,0.98457,0.67
3975,6vo6_D,311,0.37942122186495175,1.0,300,0.98969,0.67
1795,6rhf_B,105,0.38095238095238093,1.0,100,0.97029,0.67
4231,5idv_A,262,0.3320610687022901,1.0,300,0.98759,0.67
3395,2inf_A,338,0.3343195266272189,1.0,300,0.99023,0.67
987,3glc_K,276,0.36594202898550726,1.0,300,0.9893,0.67
408,2z0b_E,106,0.3113207547169811,1.0,100,0.97062,0.67
3650,6n0x_F,317,0.3028391167192429,1.0,300,0.98969,0.67
2185,3eop_B,161,0.32298136645962733,1.0,200,0.98061,0.67
3044,5zgo_D,178,0.42696629213483145,1.0,200,0.98271,0.67
2179,1iyb_A,208,0.25961538461538464,1.0,200,0.98575,0.67
493,4ivf_G,226,0.3938053097345133,1.0,200,0.98598,0.67
2425,5x2b_I,277,0.2779783393501805,1.0,300,0.98831,0.67
3775,4omb_A,298,0.3825503355704698,1.0,300,0.989,0.67
4125,1q23_I,215,0.23255813953488372,1.0,200,0.9853,0.67
2248,6fpg_D,153,0.3137254901960784,1.0,200,0.98004,0.67
3850,2pt2_A,316,0.33860759493670883,1.0,300,0.98969,0.67
2512,4v1s_B,359,0.25069637883008355,1.0,400,0.99066,0.67
476,3b08_A,151,0.9801324503311258,1.0,200,0.97944,0.67
916,6vz8_G,160,0.26875,1.0,200,0.98119,0.67
675,3kcu_D,248,0.2661290322580645,1.0,200,0.98725,0.67
3353,3tbf_F,358,0.31564245810055863,1.0,400,0.99106,0.67
2791,6mf9_B,127,0.30708661417322836,1.0,100,0.97543,0.67
2497,6znl_B,370,0.3324324324324324,1.0,400,0.99089,0.67
1432,6uf6_A,231,0.2813852813852814,1.0,200,0.98774,0.67
2974,3lrt_B,286,0.3181818181818182,1.0,300,0.98873,0.67
458,2cb4_H,258,0.2868217054263566,1.0,300,0.98774,0.67
1458,4e12_A,283,0.33568904593639576,1.0,300,0.98851,0.67
903,3mer_A,173,0.2947976878612717,1.0,200,0.98237,0.67
4223,3ilx_B,139,0.28776978417266186,1.0,100,0.97827,0.67
2089,4eah_H,356,0.3398876404494382,1.0,400,0.99065,0.67
3822,4jbd_A,308,0.3409090909090909,1.0,300,0.98948,0.67
1875,5ycz_B,172,0.28488372093023256,1.0,200,0.98211,0.67
4027,2inf_B,338,0.34023668639053256,1.0,300,0.99024,0.67
353,3box_B,402,0.3656716417910448,1.0,400,0.99144,0.67
2201,3glc_C,276,0.37681159420289856,1.0,300,0.98865,0.67
2898,5mmh_A,206,0.2669902912621359,1.0,200,0.98472,0.67
153,5uh7_A,131,0.2748091603053435,1.0,100,0.97776,0.67
3294,1d2o_B,187,0.32620320855614976,1.0,200,0.98319,0.67
3719,2pkh_A,141,0.2695035460992908,1.0,100,0.97906,0.67
2893,4zm3_B,381,0.3569553805774278,1.0,400,0.99114,0.67
3103,1gyo_B,106,0.27358490566037735,1.0,100,0.96978,0.67
3876,5aih_B,125,0.336,1.0,100,0.97646,0.67
2213,4onx_C,128,0.2734375,1.0,100,0.97607,0.67
699,1gz0_D,244,0.3237704918032787,1.0,200,0.98688,0.67
136,3u0o_B,335,0.3194029850746269,1.0,300,0.99038,0.67
1767,2dcn_F,308,0.3961038961038961,1.0,300,0.98936,0.67
253,3fv6_B,146,0.2876712328767123,1.0,100,0.97928,0.67
4187,6slc_AAA,127,0.2677165354330709,1.0,100,0.97544,0.67
3716,6znl_E,370,0.3162162162162162,1.0,400,0.9909,0.67
2054,1vdm_G,152,0.4144736842105263,1.0,200,0.98022,0.67
2750,2aq2_B,234,0.31196581196581197,1.0,200,0.98642,0.67
1959,3frm_B,252,0.2698412698412698,1.0,300,0.98728,0.67
1656,3b33_A,109,0.26605504587155965,1.0,100,0.97132,0.67
